,Chat_msg,sentiment,sent
1044, fabulosa minters will have access to bohemia dao ,0,1
1045, or so,0,
1046,whats the floor on fff,0,1
1047,yo,0,
1048,yo,0,
1049,gm world,0,
1050,buy them from fff,0,
1051,hey,0,
1052,hi,0,
1053,can you provide me whitelist,0,1
1054,yoo,0,
1055,tes,0,
1056,im not an og holder will i still get access to dc with the fabulosa collection,0,
1057,i don t like honey,-1,
1058, utc,0,
1059,you will get it  still sending out tokens,0,
1060,whats good people,1,
1061,own website ,0,
1062,when is the mint,0,1
1063,same bru,0,
1064,still haven t received the talisman i won from elikasol,-1,1
1065,thx,0,
1066,hai,0,
1067,not over booked  ,0,
1068,overbooked wl or we can mint in our time  ,0,1
1069,my bad appreciate it fam ,1,
1070,how much tokens was send,0,
1071,all information is in ,0,
1072,when is mint,0,1
1074,are all tokens out or still getting sent out,0,1
1075,we have  ,0,
1076,gm,0,
1077,can team make an announcement about token addy for awareness,0,1
1078, all tokens sent,0,
1079,ty,0,
1081,well i did receive mine just an hour ago,0,1
1082,addy,0,
1083,have all tokens sent out,0,1
1084, fff token addy,0,
1085,yes,0,
1086,lol,0,
1087,gn,0,
1088,link pls,0,1
1089,i am just counting hours so that i don t miss it by sleeping,0,
1090,is token listed on fff,0,1
1091,token on fff,0,1
1092,our own website,0,
1093,hmm,0,
1094,saint in the house,0,
1095,haha im fr,0,
1096,lol real funny,1,
1097,token,0,1
1098,our candy machine,0,
1099,token or wallet based,0,1
1101,suwiiiiiiiiiii,0,
1102,sup,0,
1103,yo,0,
1104,wheres minting gonna take plc,0,1
1105,can i get wl,0,1
1106,hi,0,
1107,thanks fam,1,
1108,good and you,1,
1110,nope just sol,0,1
1111,just sol,0,1
1112,do we need woop to mint,0,1
1113, total,0,
1114,hi mates how are you doing,0,
1115,how many talisman wl are there,0,1
1116,suppp,0,
1117,gm,0,
1118,sup,0,
1119, ,0,
1121,check pinned message,0,
1122,just check the pinned messages people,0,
1123,following,0,
1124,hello guys whats the token address please,0,1
1125,people don t understand nfts metaverse and crypto today the same way they didn t understand online shopping in the    if you are here  glad to be a part of this community we are early birds of next big project,0,1
1126,i like art sir ,1,1
1127,hello,0,
1128,no worries fam,1,
1129,okay ty,1,
1130,nice one mate the token is such an art work   ,1,
1131,okay,0,
1132,not yet   announcement will be made once to sending out ii done,0,
1133,okay ty,1,
1134,yoo,0,
1135,link will be posted upon minting it will be on our own website,0,
1136,not totaly i think,0,
1137,how much you paid,0,
1139,where to mint,0,
1140,alright thanks,1,
1141,nope,0,
1142,tokn airdrop not finished yet right,0,
1143,yes link will be posted in ,0,
1144,can we stake our fabulous for woop,0,
1145,i am buy  token  ,0,
1146,did i miss it ,0,
1147,how to submit wallet guyss,0,
1148,hi,0,
1149,hey fam,0,
1150,hey,0,
1151,great bro,1,
1152,lets goooo,1,
1153,got my token lfg,0,
1154,woopwoop,-1,
1155,httpsmagicedeniomarketplacedecipheredletters,0,
1156,letters are on me,0,
1157,hell,-1,
1158,where can i buy love letters,0,
1159,got  minting all of em ,0,
1160,looking forward,1,
1161,i minted the first bohos and if the fabulosa site is anything like it prepare for some awesomeness,1,
1162,absolutely how many u minting sir,0,
1163,sure,0,
1164,own site,0,
1165,where is the mint gonna take place,0,
1166,godamn that art is so dope,1,
1167,yo,0,
1168,damn but that art is    ,-1,
1170,hoping in the not too distant future but all eyes currently on fabulosa ,1,
1171,can i ask a question,0,
1172,thanks   ,0,
1173,hello,0,
1174,our own  ,0,
1175,yup talisman is the wl token,0,
1176,guys what platform is the mint,0,
1177,hey guyss,0,
1178,yep and  sol,0,
1179,with talisman you can mint fabulosa broo ,0,
1180,ok sir,0,
1181,it will be far still no info on them yet,0,
1182,ty,0,
1183,the token address of the talisman is ,0,
1184,oh okay ty for the help peeps   ,1,
1185,i believe the team is working on it however make sure to use the correct token address when buying,1,
1186,can someone send me token link,0,
1187,female mint in the near future,0,
1188,but i suspect it will take whoop and love letters mostly,0,
1189,details on female mint have been kept pretty well under wraps for now,0,
1190,will the token be verified on fff or not,0,
1191,i dont think so i think with fabulosa you can mint a female also not  sure tho,0,
1194,oh ok but for the female one i need a to buy a boho too right,0,
1195,gamified raffle every week you can receive instant rewards deppends on your luck,0,
1196,someone bought  tokens at a time   watching him i bought one more    lfg   ,0,
1197,i think its okay to buy token because public is  sol,1,
1198,gamefied raffle for now more tba,0,
1199,what s the utilities of what we minting today,0,
1200,their current utility is linked to fabulosa better odds but its been hinted that they will also be important at a future date to mint the female bohemians,0,
1201,hi,0,
1202,same reaction,0,
1203,rn  sol i think is a spare change for is worth,0,
1204,woop woop id better get some shut eye for this  mint,-1,
1205,oh damn i just read it im buying love letters,0,
1206,how much is the token,0,
1207,i love how everyone is a dimondhand here,1,
1208,where is the mint going to take place,0,
1209,working,0,
1210,you can read the manuscript to be clearer in ,0,
1211,lets goo i got mine too,1,
1212,gm,0,
1213,got my talisman lfg,0,
1214,i thought love letters are used on bohemians,0,
1215,yo,0,
1216,thanks,0,
1217,what is the token in fff,0,
1219,will the token be verified on fff or not,0,
1220,i see nice ,1,
1221,aha well thats great then,1,
1222,thanks,0,
1223,i think reveal after own mint,0,
1224,so guys is it reveal after full mint or reveal right after your own mint,0,
1225,love letters can be used to improve the rewards from fabulosa,1,
1226,what is this bro,0,
1227,hi guys,0,
1228,woopwoop,-1,
1229,woopwoop,-1,
1230, from guru bohos  from fff,0,
1231,the taken itself is already worth an nft   ,0,
1232,httpsfamousfoxescomtokenmarket  search for the token address of the talisman is ,0,
1233,wow how did you get ,0,
1234,hello talisman has no rarity or,0,
1235,me,0,
1236,where is the faboulousa mint,0,
1237,q,0,
1238,is there a link on fff token market to buysell talisman,0,
1239,today  or so from now,0,
1243,wen is mint,1,
1245,super ready,1,
1247,those will be true diamonds soon enough ,1,
1248,the art on these is so fiiiine i almost wanna hang on to one post mint just because haha,1,
1250,gotta get some diamond  ,0,
1251,lfg lets mint and go heavyyy,0,
1252,we need peeps hitting this no way we lose this vote ,0,
1253,thanks   ,0,
1254,im good to go,1,
1255,hahaha   happy minting fam,1,
1256,talisman is a mint token they are all the same,0,
1257,yeah,0,
1258,they told there are tiers for this token,0,
1259,its wl token,0,
1260,savage garden style,0,
1261,explorer role is the wl role,0,
1262,how to check rarity,0,
1263,im good to go  thanks to crazy pple  ,1,
1264,hello everyone won wl from solrarity and alrdy got my talisman,1,
1265,guys how to check my talisman rarity,0,
1266,mint is later,0,
1267,wppwpp,0,
1268,yooo,0,
1269,truly madly deeply in love with this nft collection,1,
1270,yes im sir ,0,
1271,are we exited for fabulosaaaa,1,
1272,heyyyyyy,0,
1273,hey,0,
1274,welcome everyone,1,
1275,hi,0,
1276,gm,0,
1278,w,0,
1279,communication,0,
1280,gm,0,
1282,what do you think is important in a relationship,0,
1283,gm,0,
1284,lets gooo fam gm bohos,1,
1285,on fff check the token address on ,0,
1286, on fff,0,
1287,are the keys listed on some market  want to buy more if ppl seell them,0,
1288,for sure ,0,
1289,i guess they don t know the value,-1,
1291,gm peeps  ,0,
1292,wtf these pple are crazy to sell this for under  dollars haha,-1,
1293,u wlc  ,0,
1294,thanks  ,0,
1296,whats the token wl address pls mate ,0,
1298,lfg   ,0,
1299,here fam,0,
1301,here we just go to the moon lol,1,
1302,what time can we mint what are the hours,0,
1303,gm,0,
1304,   ,0,
1305,please guys where is the token address for fabulosa collection ,0,
1306,hi,0,
1307,i am glad to know you,1,
1308,this is the address right,0,
1309,yep,0,
1311,yes,0,
1312,gm gm,0,
1313,can i mint fabulosa in presale if i bought tokens in fff,0,
1314,ayo,0,
1315,nft is predicted to have a promising future in the future,1,
1316,yes check ,0,
1317,token distribution still on going,0,
1318,wagmii,0,
1319,haha,1,
1320,now i will smoke  some dmt,0,
1321,and damn,-1,
1322,hi,0,
1323,i was reading the manuscript,0,
1324,hello,0,
1326,kindly check  and ,0,
1329, hours right,0,
1330,woop woop   ,0,
1332,hi when do mint start,0,
1335,gm fam,0,
1336,open the gates,0,
1337,let s go,0,
1338,mint day babyyyyyyy,1,
1339,tacos for the win,1,
1341,we should raid the polls on motd tweet were losing to baked berserk and internet foxes,-1,
1342,hi,0,
1343,same,0,
1344,yes check ,0,
1345,wait for the mint  ,0,
1346, hello bro token ongoing  i waiting  ,0,
1347,lets go,0,
1348,hello,0,
1349,i got this talisman what do i do with it,0,
1350,minting market is weak atm though,-1,
1351,goodeve,1,
1352,gm bohos whos ready for mint,0,
1353, utc is what the announcement said,0,
1354,some are still coming they said they would announce when they are all dropped,0,
1355,at what time,0,
1356,today,0,
1357,hi,0,
1358,guys when is the mint,0,
1359,token is airdropped already,0,
1360,hello im pretty sure i submitted my wallet yesterday but im not sure if it was confirmed because i havent got my token yet how do i check if i failed to submit wallet,0,
1361,talisman    sol in burner wallet   ready to go,0,
1362,hi,0,
1363,haha great     ,1,
1364,woopwoop,-1,
1365,hi,0,
1366,never mind ill just ping our chat your ticket,0,
1367,trying to work  ,0,
1368,gm,0,
1369,yep awesome weather today enjoying it how bout you,1,
1370,how do i do that,0,
1371,great your okay,1,
1372,ayo,0,
1373,sup guys,0,
1374,what server u from,0,
1375,me too,0,
1376,all right can u tmention your ticket here,0,
1377,woop woop,0,
1378,iam from the netherlands,0,
1380,woopwoop,-1,
1381,hi,0,
1382,i have no access to those tickets unfortunately ill ping our team regarding that where u from,-1,
1383,woop woop,0,
1384,heej i have created a ticket for my holders role can you help me out  ,0,
1385,hey,0,
1387,hello fam how is it going,0,
1388,gm,0,
1389,thank you,1,
1390,  ,0,
1391,hi,0,
1393,just received my talisman,0,
1394,hi all here from inx and furrsol,0,
1395,k,0,
1396,oops,-1,
1397,woop woop   ,0,
1398,i am short of  sol,-1,
1399,thank you,1,
1400,no worries fam,1,
1401,thbxz,0,
1402,thbxz bro,0,
1404, utc,0,
1406,do we know how many talisman tokens are available total just curious for my mental lol,0,
1407,guys wat time is the mint,0,
1408,its  just some few sol for fees as usual,0,
1409,where was the rarity paper for fabulosa can t find it again,-1,
1410,woopwoop,-1,
1411,yo,0,
1412,thats for talisman ,0,
1413,yeah just mint with the wallet,0,
1414,including the transaction fees ofc,0,
1415,better buy at fff bro its so cheap like its just penny,1,
1416,i think ,0,
1417,i thought ,0,
1418,yes,0,
1419,i  m trying very hard t  get wl,0,
1420,so i just use the token to mint is that correct,0,
1421,lol,0,
1423,how much is mint,0,
1424,thank you,1,
1425,yo,0,
1426,if u really wanna be a paperhand be with some great skills how can u be happy at  sol like did u guys invested ur time just for earning a wage,0,
1427,yay received my beautiful token  ,1,
1428,hi,0,
1429,it s should be  sol fp,0,
1430,lol,0,
1431,ok  ,0,
1432,just the kiddos listing at  sol omg,0,
1433,it will come,0,
1434,i dont received bro  ,-1,
1435,thanks,0,
1436,you can mint,0,
1437,yesss,1,
1438, ,0,
1439,yes it is,0,
1440,fp ,0,
1441, thats why i bought another one,0,
1443,someone confirm is this legit,0,
1444,yeah,0,
1445,yo,0,
1446,wl token verified on fff ,0,
1447,it will be expensive soon,-1,
1448,it s really cheap now ,1,
1449,ohhh wow,1,
1450,wen my airdrop token    ,0,
1451,is this legit,0,
1452,lol,0,
1453,i just got airdrop,0,
1454,i bought another one,0,
1455,i m sure there will be a whale to shock the paperhanders,0,
1456,maybe  or so,0,
1458,woop woop,0,
1460,if you submitted your wallet it will come   patience ,0,
1461,just receive my token  thz team,0,
1462,how many listing of token right now at fff,0,
1463,still waiting for the token airdrop wenn,0,
1464,lol,0,
1465,mine not yet,0,
1466,yo,0,
1467,eat sleep nft repeat,0,
1468,hello can you please check out my ticket  ,0,
1469,yo,0,
1470,nice,1,
1471,thz ,0,
1472,happy minting fam   ,1,
1473,you need talisman in your wallet  those are still being airdropped if you submitted your wallet and  sol for minting,0,
1474,no i mint,0,
1475,woop woop,0,
1476,are you going to sell right,0,
1477, no,0,
1478,thz recieved token ,0,
1480,is wl overallocated,0,
1481,your good,1,
1482,it s should be  sol,0,
1483,but why will you want to sell this kind of token,-1,
1484,thanks mate so ill just wait for the link to drop and mint thats it ,1,
1485,the wl token will moon couple of hours to mint,0,
1486,yes it does  ,1,
1487,okay thanks so i got talisman role does that mean im wl ,1,
1489,woop woop to that ,0,
1490,it will soldout in  mins maximum,0,
1491,goodluck with mint    just added fabulosa to our mint sheet,1,
1492, is only  really homeless ,0,
1493, sol of white listed,0,
1494,how much for fabulosa mint ,0,
1495,lets go,0,
1498,hey hey  ,0,
1499,so extited for todays mint,1,
1500,hi hi,0,
1501,i already sold this bro lazy to change the pfp,0,
1502,yeah its great move not to get dump,1,
1503,nice aomfam,1,
1504,wanna chat,0,
1505,this wont be the case with us since we are minting on our own candy machine  me listing will be possible only after the mint,0,
1506,gm,0,
1507, ,0,
1508,yeah but its possible all new mints are listed even before soldout but here you can only list after soldout,0,
1509,hi guys excited for the mint,1,
1510,hi,0,
1511,morning famm,0,
1512,paper hand selling  sol ,0,
